[ 0.00234189  0.99765811]
[ 0.37909082  0.62090918]
[ 0.37909901  0.62090099]
[ 0.37911564  0.62088436]
[ 0.37911598  0.62088402]
[ 0.37911754  0.62088246]
[ 0.37911906  0.62088094]
[ 0.37912196  0.62087804]
[ 0.3791228  0.6208772]
[ 0.37912443  0.62087557]
[ 0.3791296  0.6208704]
[ 0.37913255  0.62086745]
[ 0.37913462  0.62086538]
[ 0.37913773  0.62086227]
[ 0.3791391  0.6208609]
[ 0.37913965  0.62086035]
[ 0.37914127  0.62085873]
[ 0.37914519  0.62085481]
[ 0.37915996  0.62084004]
[ 0.37916021  0.62083979]
[ 0.37916259  0.62083741]
[ 0.37916866  0.62083134]
[ 0.37918597  0.62081403]
[ 0.37918843  0.62081157]
[ 0.37919064  0.62080936]
[ 0.3791937  0.6208063]
[ 0.37920407  0.62079593]
[ 0.37920545  0.62079455]
[ 0.37920654  0.62079346]
[ 0.37920951  0.62079049]
[ 0.37921012  0.62078988]
[ 0.37921787  0.62078213]
[ 0.37922049  0.62077951]
[ 0.37922224  0.62077776]
[ 0.37924562  0.62075438]
[ 0.37924961  0.62075039]
[ 0.37924989  0.62075011]
[ 0.37925042  0.62074958]
[ 0.37925056  0.62074944]
[ 0.37925781  0.62074219]
[ 0.37925958  0.62074042]
[ 0.3792638  0.6207362]
[ 0.37927264  0.62072736]
[ 0.37927669  0.62072331]
[ 0.3792996  0.6207004]
[ 0.37930333  0.62069667]
[ 0.37931281  0.62068719]
[ 0.37931302  0.62068698]
[ 0.37931309  0.62068691]
[ 0.37931721  0.62068279]
[ 0.37932559  0.62067441]
[ 0.37933544  0.62066456]
[ 0.37933544  0.62066456]
[ 0.37933675  0.62066325]
[ 0.37933975  0.62066025]
[ 0.37935009  0.62064991]
[ 0.37935354  0.62064646]
[ 0.37936191  0.62063809]
[ 0.37936253  0.62063747]
[ 0.3793636  0.6206364]
[ 0.37936575  0.62063425]
[ 0.37937061  0.62062939]
[ 0.37937947  0.62062053]
[ 0.37938374  0.62061626]
[ 0.37938715  0.62061285]
[ 0.37939895  0.62060105]
[ 0.37940693  0.62059307]
[ 0.37940919  0.62059081]
[ 0.37941089  0.62058911]
[ 0.37941302  0.62058698]
[ 0.37941789  0.62058211]
[ 0.37942011  0.62057989]
[ 0.37943267  0.62056733]
[ 0.37943651  0.62056349]
[ 0.37943932  0.62056068]
[ 0.37944024  0.62055976]
[ 0.37944397  0.62055603]
[ 0.37944543  0.62055457]
[ 0.37945125  0.62054875]
[ 0.37945552  0.62054448]
[ 0.37945896  0.62054104]
[ 0.37946824  0.62053176]
[ 0.37947481  0.62052519]
[ 0.37948528  0.62051472]
[ 0.37948543  0.62051457]
[ 0.37950923  0.62049077]
[ 0.37951276  0.62048724]
[ 0.37951335  0.62048665]
[ 0.37952052  0.62047948]
[ 0.37952943  0.62047057]
[ 0.37952972  0.62047028]
[ 0.37953133  0.62046867]
[ 0.37953201  0.62046799]
[ 0.3795418  0.6204582]
[ 0.37954551  0.62045449]
[ 0.3795462  0.6204538]
[ 0.37955268  0.62044732]
[ 0.37955495  0.62044505]
[ 0.37955907  0.62044093]
[ 0.37956226  0.62043774]
[ 0.37957586  0.62042414]
[ 0.37958271  0.62041729]
[ 0.37958401  0.62041599]
[ 0.37958446  0.62041554]
[ 0.37958618  0.62041382]
[ 0.37958912  0.62041088]
[ 0.37959799  0.62040201]
[ 0.37960602  0.62039398]
[ 0.37961138  0.62038862]
[ 0.37961754  0.62038246]
[ 0.37962789  0.62037211]
[ 0.37963345  0.62036655]
[ 0.37963605  0.62036395]
[ 0.37963726  0.62036274]
[ 0.37963895  0.62036105]
[ 0.37964353  0.62035647]
[ 0.37964376  0.62035624]
[ 0.37964986  0.62035014]
[ 0.37965533  0.62034467]
[ 0.37966545  0.62033455]
[ 0.37966679  0.62033321]
[ 0.37966745  0.62033255]
[ 0.37967441  0.62032559]
[ 0.37967455  0.62032545]
[ 0.37967931  0.62032069]
[ 0.37968667  0.62031333]
[ 0.37968802  0.62031198]
[ 0.37969507  0.62030493]
[ 0.37969608  0.62030392]
[ 0.3797056  0.6202944]
[ 0.37970897  0.62029103]
[ 0.37971298  0.62028702]
[ 0.37971526  0.62028474]
[ 0.37971586  0.62028414]
[ 0.37972382  0.62027618]
[ 0.37973791  0.62026209]
[ 0.37973972  0.62026028]
[ 0.37974163  0.62025837]
[ 0.37974482  0.62025518]
[ 0.37974569  0.62025431]
[ 0.37974968  0.62025032]
[ 0.37975868  0.62024132]
[ 0.3797587  0.6202413]
[ 0.37975897  0.62024103]
[ 0.37976007  0.62023993]
[ 0.37976185  0.62023815]
[ 0.37976552  0.62023448]
[ 0.37977191  0.62022809]
[ 0.37977499  0.62022501]
[ 0.37977827  0.62022173]
[ 0.37978455  0.62021545]
[ 0.37979065  0.62020935]
[ 0.37979456  0.62020544]
[ 0.3798014  0.6201986]
[ 0.37980367  0.62019633]
[ 0.37980556  0.62019444]
[ 0.37981578  0.62018422]
[ 0.37982079  0.62017921]
[ 0.37982334  0.62017666]
[ 0.37982513  0.62017487]
[ 0.37983326  0.62016674]
[ 0.37983839  0.62016161]
[ 0.37984964  0.62015036]
[ 0.37985122  0.62014878]
[ 0.37985418  0.62014582]
[ 0.37986553  0.62013447]
[ 0.37987332  0.62012668]
[ 0.3798738  0.6201262]
[ 0.37988391  0.62011609]
[ 0.37989239  0.62010761]
[ 0.37989753  0.62010247]
[ 0.37989984  0.62010016]
[ 0.37990266  0.62009734]
[ 0.37991014  0.62008986]
[ 0.37991155  0.62008845]
[ 0.37991453  0.62008547]
[ 0.37991787  0.62008213]
[ 0.37991859  0.62008141]
[ 0.37991993  0.62008007]
[ 0.37992033  0.62007967]
[ 0.37992785  0.62007215]
[ 0.3799313  0.6200687]
[ 0.37993318  0.62006682]
[ 0.37993456  0.62006544]
[ 0.37993697  0.62006303]
[ 0.3799396  0.6200604]
[ 0.37993963  0.62006037]
[ 0.37994128  0.62005872]
[ 0.37994539  0.62005461]
[ 0.37994827  0.62005173]
[ 0.37995242  0.62004758]
[ 0.37995691  0.62004309]
[ 0.37995773  0.62004227]
[ 0.37995928  0.62004072]
[ 0.37996736  0.62003264]
[ 0.37996983  0.62003017]
[ 0.37997311  0.62002689]
[ 0.37997417  0.62002583]
[ 0.37997588  0.62002412]
[ 0.37998379  0.62001621]
[ 0.37998555  0.62001445]
[ 0.37998846  0.62001154]
[ 0.3799925  0.6200075]
[ 0.38000411  0.61999589]
[ 0.38000704  0.61999296]
[ 0.38002058  0.61997942]
[ 0.38003269  0.61996731]
[ 0.38003641  0.61996359]
[ 0.380039  0.619961]
[ 0.38004108  0.61995892]
[ 0.38004349  0.61995651]
[ 0.38004655  0.61995345]
[ 0.38004902  0.61995098]
[ 0.38004904  0.61995096]
[ 0.38005213  0.61994787]
[ 0.38005262  0.61994738]
[ 0.38005298  0.61994702]
[ 0.38006259  0.61993741]
[ 0.38006491  0.61993509]
[ 0.38006854  0.61993146]
[ 0.38006882  0.61993118]
[ 0.38007596  0.61992404]
[ 0.38008306  0.61991694]
[ 0.38009289  0.61990711]
[ 0.38010066  0.61989934]
[ 0.3801066  0.6198934]
[ 0.38010676  0.61989324]
[ 0.380118  0.619882]
[ 0.38011939  0.61988061]
[ 0.38012669  0.61987331]
[ 0.38013726  0.61986274]
[ 0.38015031  0.61984969]
[ 0.38016669  0.61983331]
[ 0.38016861  0.61983139]
[ 0.38017528  0.61982472]
[ 0.3801758  0.6198242]
[ 0.38018178  0.61981822]
[ 0.38018807  0.61981193]
[ 0.38018814  0.61981186]
[ 0.38019009  0.61980991]
[ 0.38020484  0.61979516]
[ 0.38020975  0.61979025]
[ 0.38021004  0.61978996]
[ 0.3802119  0.6197881]
[ 0.38021328  0.61978672]
[ 0.38021458  0.61978542]
[ 0.38021709  0.61978291]
[ 0.38021888  0.61978112]
[ 0.38021997  0.61978003]
[ 0.38022199  0.61977801]
[ 0.38022299  0.61977701]
[ 0.38022299  0.61977701]
[ 0.38022324  0.61977676]
[ 0.38022605  0.61977395]
[ 0.38024637  0.61975363]
[ 0.38025259  0.61974741]
[ 0.38027147  0.61972853]
[ 0.38027752  0.61972248]
[ 0.38028539  0.61971461]
[ 0.38029982  0.61970018]
[ 0.38030457  0.61969543]
[ 0.38030614  0.61969386]
[ 0.38031392  0.61968608]
[ 0.38031805  0.61968195]
[ 0.38032589  0.61967411]
[ 0.38032767  0.61967233]
[ 0.38033454  0.61966546]
[ 0.38033496  0.61966504]
[ 0.38034507  0.61965493]
[ 0.38035344  0.61964656]
[ 0.38035421  0.61964579]
[ 0.38035544  0.61964456]
[ 0.38035683  0.61964317]
[ 0.38035716  0.61964284]
[ 0.38036708  0.61963292]
[ 0.38037058  0.61962942]
[ 0.38037125  0.61962875]
[ 0.38037457  0.61962543]
[ 0.38038019  0.61961981]
[ 0.38039002  0.61960998]
[ 0.38039032  0.61960968]
[ 0.38039386  0.61960614]
[ 0.38039817  0.61960183]
[ 0.38041102  0.61958898]
[ 0.38041225  0.61958775]
[ 0.38041447  0.61958553]
[ 0.38041503  0.61958497]
[ 0.38041804  0.61958196]
[ 0.38042235  0.61957765]
[ 0.38042454  0.61957546]
[ 0.38043284  0.61956716]
[ 0.38043629  0.61956371]
[ 0.3804367  0.6195633]
[ 0.38044075  0.61955925]
[ 0.38044384  0.61955616]
[ 0.38044416  0.61955584]
[ 0.38044688  0.61955312]
[ 0.38044875  0.61955125]
[ 0.38045071  0.61954929]
[ 0.38045456  0.61954544]
[ 0.38045558  0.61954442]
[ 0.38046096  0.61953904]
[ 0.38046586  0.61953414]
[ 0.38046643  0.61953357]
[ 0.38046935  0.61953065]
[ 0.38047  0.61953]
[ 0.38047155  0.61952845]
[ 0.38048306  0.61951694]
[ 0.3804876  0.6195124]
[ 0.38048785  0.61951215]
[ 0.38049077  0.61950923]
[ 0.38049342  0.61950658]
[ 0.38050256  0.61949744]
[ 0.38050288  0.61949712]
[ 0.38050805  0.61949195]
[ 0.38051504  0.61948496]
[ 0.38051823  0.61948177]
[ 0.38051965  0.61948035]
[ 0.38053758  0.61946242]
[ 0.38054042  0.61945958]
[ 0.38054643  0.61945357]
[ 0.38055653  0.61944347]
[ 0.38055732  0.61944268]
[ 0.38055991  0.61944009]
[ 0.38056061  0.61943939]
[ 0.38056223  0.61943777]
[ 0.38056252  0.61943748]
[ 0.3805648  0.6194352]
[ 0.38056505  0.61943495]
[ 0.38056678  0.61943322]
[ 0.38057035  0.61942965]
[ 0.38057114  0.61942886]
[ 0.38057132  0.61942868]
[ 0.38058175  0.61941825]
[ 0.38060574  0.61939426]
[ 0.38060703  0.61939297]
[ 0.38061381  0.61938619]
[ 0.38061583  0.61938417]
[ 0.38062083  0.61937917]
[ 0.38062167  0.61937833]
[ 0.38062674  0.61937326]
[ 0.38062835  0.61937165]
[ 0.380629  0.619371]
[ 0.38063442  0.61936558]
[ 0.38063555  0.61936445]
[ 0.38063719  0.61936281]
[ 0.38064114  0.61935886]
[ 0.38064881  0.61935119]
[ 0.3806777  0.6193223]
[ 0.38069537  0.61930463]
[ 0.3807016  0.6192984]
[ 0.38070387  0.61929613]
[ 0.38070704  0.61929296]
[ 0.38071397  0.61928603]
[ 0.3807401  0.6192599]
[ 0.38074144  0.61925856]
[ 0.38074148  0.61925852]
[ 0.38074149  0.61925851]
[ 0.38074277  0.61925723]
[ 0.38074279  0.61925721]
[ 0.38075123  0.61924877]
[ 0.38075828  0.61924172]
[ 0.38076175  0.61923825]
[ 0.380775  0.619225]
[ 0.38077596  0.61922404]
[ 0.38078948  0.61921052]
[ 0.38079126  0.61920874]
[ 0.38079442  0.61920558]
[ 0.38079869  0.61920131]
[ 0.38080075  0.61919925]
[ 0.38080175  0.61919825]
[ 0.38080289  0.61919711]
[ 0.38080398  0.61919602]
[ 0.38080634  0.61919366]
[ 0.38080939  0.61919061]
[ 0.38081787  0.61918213]
[ 0.38081813  0.61918187]
[ 0.38082472  0.61917528]
[ 0.38083885  0.61916115]
[ 0.38084044  0.61915956]
[ 0.38084182  0.61915818]
[ 0.38084445  0.61915555]
[ 0.3808449  0.6191551]
[ 0.38085423  0.61914577]
[ 0.38086515  0.61913485]
[ 0.38086587  0.61913413]
[ 0.38088075  0.61911925]
[ 0.38088903  0.61911097]
[ 0.38089454  0.61910546]
[ 0.38089766  0.61910234]
[ 0.38090053  0.61909947]
[ 0.3809019  0.6190981]
[ 0.38090546  0.61909454]
[ 0.38090642  0.61909358]
[ 0.38091109  0.61908891]
[ 0.38091249  0.61908751]
[ 0.38091943  0.61908057]
[ 0.38092792  0.61907208]
[ 0.38093116  0.61906884]
[ 0.38094277  0.61905723]
[ 0.38094904  0.61905096]
[ 0.38095488  0.61904512]
[ 0.38095816  0.61904184]
[ 0.38095975  0.61904025]
[ 0.38096889  0.61903111]
[ 0.38097163  0.61902837]
[ 0.38097224  0.61902776]
[ 0.38097998  0.61902002]
[ 0.38098543  0.61901457]
[ 0.38099835  0.61900165]
[ 0.3810043  0.6189957]
[ 0.38100883  0.61899117]
[ 0.38101083  0.61898917]
[ 0.38101412  0.61898588]
[ 0.38102029  0.61897971]
[ 0.38102148  0.61897852]
[ 0.38102247  0.61897753]
[ 0.38102936  0.61897064]
[ 0.38104659  0.61895341]
[ 0.3810534  0.6189466]
[ 0.38105681  0.61894319]
[ 0.38106887  0.61893113]
[ 0.38107042  0.61892958]
[ 0.38107059  0.61892941]
[ 0.38107287  0.61892713]
[ 0.38108214  0.61891786]
[ 0.38108329  0.61891671]
[ 0.38108448  0.61891552]
[ 0.38108938  0.61891062]
[ 0.3810946  0.6189054]
[ 0.3810979  0.6189021]
[ 0.38111186  0.61888814]
[ 0.38111619  0.61888381]
[ 0.38112478  0.61887522]
[ 0.3811249  0.6188751]
[ 0.38113076  0.61886924]
[ 0.38113776  0.61886224]
[ 0.38114919  0.61885081]
[ 0.38114973  0.61885027]
[ 0.38116459  0.61883541]
[ 0.38117074  0.61882926]
[ 0.38117277  0.61882723]
[ 0.38117654  0.61882346]
[ 0.38118492  0.61881508]
[ 0.38118546  0.61881454]
[ 0.3811855  0.6188145]
[ 0.38119988  0.61880012]
[ 0.38120469  0.61879531]
[ 0.38121088  0.61878912]
[ 0.38121241  0.61878759]
[ 0.38121295  0.61878705]
[ 0.38121388  0.61878612]
[ 0.3812177  0.6187823]
[ 0.38122333  0.61877667]
[ 0.38122649  0.61877351]
[ 0.38123626  0.61876374]
[ 0.38123766  0.61876234]
[ 0.38124143  0.61875857]
[ 0.38124263  0.61875737]
[ 0.3812466  0.6187534]
[ 0.38124908  0.61875092]
[ 0.38124992  0.61875008]
[ 0.38125153  0.61874847]
[ 0.3812534  0.6187466]
[ 0.38125531  0.61874469]
[ 0.38125534  0.61874466]
[ 0.38127123  0.61872877]
[ 0.38127212  0.61872788]
[ 0.38127228  0.61872772]
[ 0.38128046  0.61871954]
[ 0.38128303  0.61871697]
[ 0.38129438  0.61870562]
[ 0.38130539  0.61869461]
[ 0.38130678  0.61869322]
[ 0.38130965  0.61869035]
[ 0.38131  0.61869]
[ 0.381314  0.618686]
[ 0.38132258  0.61867742]
[ 0.38132991  0.61867009]
[ 0.38133274  0.61866726]
[ 0.38133327  0.61866673]
[ 0.38134103  0.61865897]
[ 0.38134309  0.61865691]
[ 0.3813522  0.6186478]
[ 0.38135387  0.61864613]
[ 0.38135692  0.61864308]
[ 0.38135706  0.61864294]
[ 0.38136393  0.61863607]
[ 0.38136681  0.61863319]
[ 0.38136863  0.61863137]
[ 0.38137645  0.61862355]
[ 0.38137817  0.61862183]
[ 0.3813803  0.6186197]
[ 0.38138135  0.61861865]
[ 0.38138168  0.61861832]
[ 0.38138436  0.61861564]
[ 0.38138869  0.61861131]
[ 0.38139608  0.61860392]
[ 0.38139929  0.61860071]
[ 0.38140129  0.61859871]
[ 0.38140393  0.61859607]
[ 0.38140852  0.61859148]
[ 0.38141583  0.61858417]
[ 0.38142033  0.61857967]
[ 0.38142383  0.61857617]
[ 0.38142946  0.61857054]
[ 0.38143758  0.61856242]
[ 0.381438  0.618562]
[ 0.3814396  0.6185604]
[ 0.38144272  0.61855728]
[ 0.38144815  0.61855185]
[ 0.38144947  0.61855053]
[ 0.38145443  0.61854557]
[ 0.38145648  0.61854352]
[ 0.38145652  0.61854348]
[ 0.38145773  0.61854227]
[ 0.38146078  0.61853922]
[ 0.38146526  0.61853474]
[ 0.38146527  0.61853473]
[ 0.38147127  0.61852873]
[ 0.38147728  0.61852272]
[ 0.38148021  0.61851979]
[ 0.38149913  0.61850087]
[ 0.38150652  0.61849348]
[ 0.38150883  0.61849117]
[ 0.38150991  0.61849009]
[ 0.38151107  0.61848893]
[ 0.38151525  0.61848475]
[ 0.38151633  0.61848367]
[ 0.38153242  0.61846758]
[ 0.38153508  0.61846492]
[ 0.38153984  0.61846016]
[ 0.38154213  0.61845787]
[ 0.38155296  0.61844704]
[ 0.38155451  0.61844549]
[ 0.38155583  0.61844417]
[ 0.38155851  0.61844149]
[ 0.38156562  0.61843438]
[ 0.38156641  0.61843359]
[ 0.3815669  0.6184331]
[ 0.38157034  0.61842966]
[ 0.38157304  0.61842696]
[ 0.38157445  0.61842555]
[ 0.38157804  0.61842196]
[ 0.3815894  0.6184106]
[ 0.38159779  0.61840221]
[ 0.38160145  0.61839855]
[ 0.38160679  0.61839321]
[ 0.38161209  0.61838791]
[ 0.3816132  0.6183868]
[ 0.38161624  0.61838376]
[ 0.38162492  0.61837508]
[ 0.38162642  0.61837358]
[ 0.38163121  0.61836879]
[ 0.38163168  0.61836832]
[ 0.38163285  0.61836715]
[ 0.38163298  0.61836702]
[ 0.38163451  0.61836549]
[ 0.381641  0.618359]
[ 0.38165623  0.61834377]
[ 0.38165903  0.61834097]
[ 0.38166844  0.61833156]
[ 0.3816771  0.6183229]
[ 0.3816801  0.6183199]
[ 0.38168365  0.61831635]
[ 0.38169988  0.61830012]
[ 0.38170087  0.61829913]
[ 0.38170196  0.61829804]
[ 0.38170252  0.61829748]
[ 0.38170334  0.61829666]
[ 0.38170658  0.61829342]
[ 0.38171224  0.61828776]
[ 0.38171304  0.61828696]
[ 0.38171424  0.61828576]
[ 0.38171933  0.61828067]
[ 0.38172774  0.61827226]
[ 0.38173203  0.61826797]
[ 0.38173765  0.61826235]
[ 0.38174326  0.61825674]
[ 0.38174589  0.61825411]
[ 0.3817486  0.6182514]
[ 0.38175082  0.61824918]
[ 0.38175402  0.61824598]
[ 0.3817596  0.6182404]
[ 0.3817606  0.6182394]
[ 0.38176178  0.61823822]
[ 0.38176341  0.61823659]
[ 0.38177896  0.61822104]
[ 0.38178251  0.61821749]
[ 0.38178302  0.61821698]
[ 0.38179838  0.61820162]
[ 0.3818005  0.6181995]
[ 0.38180111  0.61819889]
[ 0.38180604  0.61819396]
[ 0.38181571  0.61818429]
[ 0.38182041  0.61817959]
[ 0.38182125  0.61817875]
[ 0.38182271  0.61817729]
[ 0.38182651  0.61817349]
[ 0.38182792  0.61817208]
[ 0.3818312  0.6181688]
[ 0.38183571  0.61816429]
[ 0.38184109  0.61815891]
[ 0.38184907  0.61815093]
[ 0.3818546  0.6181454]
[ 0.38186007  0.61813993]
[ 0.38186355  0.61813645]
[ 0.38186421  0.61813579]
[ 0.38186737  0.61813263]
[ 0.38188335  0.61811665]
[ 0.38189895  0.61810105]
[ 0.3819099  0.6180901]
[ 0.38191264  0.61808736]
[ 0.38191319  0.61808681]
[ 0.381915  0.618085]
[ 0.38191623  0.61808377]
[ 0.38191814  0.61808186]
[ 0.38192042  0.61807958]
[ 0.38192739  0.61807261]
[ 0.38193504  0.61806496]
[ 0.38193767  0.61806233]
[ 0.38194441  0.61805559]
[ 0.38194691  0.61805309]
[ 0.38194861  0.61805139]
[ 0.38195092  0.61804908]
[ 0.38195683  0.61804317]
[ 0.38195922  0.61804078]
[ 0.3819596  0.6180404]
[ 0.38196921  0.61803079]
[ 0.38197722  0.61802278]
[ 0.38197813  0.61802187]
[ 0.38198122  0.61801878]
[ 0.38198389  0.61801611]
[ 0.38198869  0.61801131]
[ 0.38199448  0.61800552]
[ 0.38200069  0.61799931]
[ 0.38200656  0.61799344]
[ 0.38201183  0.61798817]
[ 0.3820148  0.6179852]
[ 0.38201593  0.61798407]
[ 0.38202369  0.61797631]
[ 0.38203154  0.61796846]
[ 0.38203786  0.61796214]
[ 0.38203824  0.61796176]
[ 0.38204984  0.61795016]
[ 0.38205043  0.61794957]
[ 0.38205112  0.61794888]
[ 0.38205202  0.61794798]
[ 0.38205565  0.61794435]
[ 0.38205905  0.61794095]
[ 0.38205909  0.61794091]
[ 0.38205962  0.61794038]
[ 0.38206204  0.61793796]
[ 0.38206573  0.61793427]
[ 0.38206919  0.61793081]
[ 0.38207073  0.61792927]
[ 0.38207635  0.61792365]
[ 0.38207922  0.61792078]
[ 0.38208017  0.61791983]
[ 0.38208461  0.61791539]
[ 0.38209034  0.61790966]
[ 0.3820962  0.6179038]
[ 0.38210254  0.61789746]
[ 0.38210514  0.61789486]
[ 0.38210681  0.61789319]
[ 0.38210935  0.61789065]
[ 0.38210995  0.61789005]
[ 0.38211651  0.61788349]
[ 0.3821277  0.6178723]
[ 0.38213596  0.61786404]
[ 0.38213618  0.61786382]
[ 0.38214191  0.61785809]
[ 0.38214325  0.61785675]
[ 0.38214926  0.61785074]
[ 0.38215134  0.61784866]
[ 0.38215164  0.61784836]
[ 0.38215847  0.61784153]
[ 0.38216014  0.61783986]
[ 0.38216226  0.61783774]
[ 0.38216496  0.61783504]
[ 0.38216598  0.61783402]
[ 0.38217261  0.61782739]
[ 0.38217948  0.61782052]
[ 0.38218455  0.61781545]
[ 0.3821863  0.6178137]
[ 0.38220159  0.61779841]
[ 0.38220782  0.61779218]
[ 0.38221181  0.61778819]
[ 0.38221269  0.61778731]
[ 0.38221369  0.61778631]
[ 0.38221551  0.61778449]
[ 0.38222012  0.61777988]
[ 0.38222092  0.61777908]
[ 0.38222575  0.61777425]
[ 0.38222651  0.61777349]
[ 0.38222671  0.61777329]
[ 0.38223274  0.61776726]
[ 0.38223455  0.61776545]
[ 0.38223514  0.61776486]
[ 0.38223562  0.61776438]
[ 0.3822433  0.6177567]
[ 0.38224438  0.61775562]
[ 0.382251  0.617749]
[ 0.38225639  0.61774361]
[ 0.38225792  0.61774208]
[ 0.38227287  0.61772713]
[ 0.38227787  0.61772213]
[ 0.38228492  0.61771508]
[ 0.38228752  0.61771248]
[ 0.38228865  0.61771135]
[ 0.38229005  0.61770995]
[ 0.38229418  0.61770582]
[ 0.38229475  0.61770525]
[ 0.38229614  0.61770386]
[ 0.38229764  0.61770236]
[ 0.3823056  0.6176944]
[ 0.38230617  0.61769383]
[ 0.38231491  0.61768509]
[ 0.38233478  0.61766522]
[ 0.38233762  0.61766238]
[ 0.38234102  0.61765898]
[ 0.38234324  0.61765676]
[ 0.38234473  0.61765527]
[ 0.38234691  0.61765309]
[ 0.38235596  0.61764404]
[ 0.38235625  0.61764375]
[ 0.38235715  0.61764285]
[ 0.38235983  0.61764017]
[ 0.38236621  0.61763379]
[ 0.38236834  0.61763166]
[ 0.38237176  0.61762824]
[ 0.3823744  0.6176256]
[ 0.38237841  0.61762159]
[ 0.38239344  0.61760656]
[ 0.38242203  0.61757797]
[ 0.38242456  0.61757544]
[ 0.38242648  0.61757352]
[ 0.38243357  0.61756643]
[ 0.38243799  0.61756201]
[ 0.38245135  0.61754865]
[ 0.38246641  0.61753359]
[ 0.3824693  0.6175307]
[ 0.38248069  0.61751931]
[ 0.38248436  0.61751564]
[ 0.38249138  0.61750862]
[ 0.38249206  0.61750794]
[ 0.38250402  0.61749598]
[ 0.38251057  0.61748943]
[ 0.38253168  0.61746832]
[ 0.38253341  0.61746659]
[ 0.38254327  0.61745673]
[ 0.38258963  0.61741037]
[ 0.38259603  0.61740397]
[ 0.38259616  0.61740384]
[ 0.3825994  0.6174006]
[ 0.38260431  0.61739569]
[ 0.38260529  0.61739471]
[ 0.38260731  0.61739269]
[ 0.38260771  0.61739229]
[ 0.38260789  0.61739211]
[ 0.38261301  0.61738699]
[ 0.38261301  0.61738699]
[ 0.38262059  0.61737941]
[ 0.38262162  0.61737838]
[ 0.3826224  0.6173776]
[ 0.38262564  0.61737436]
[ 0.38263792  0.61736208]
[ 0.38263939  0.61736061]
[ 0.38264619  0.61735381]
[ 0.38264737  0.61735263]
[ 0.38265502  0.61734498]
[ 0.38265506  0.61734494]
[ 0.38265712  0.61734288]
[ 0.38265974  0.61734026]
[ 0.38266407  0.61733593]
[ 0.38266447  0.61733553]
[ 0.38266804  0.61733196]
[ 0.38266867  0.61733133]
[ 0.38267222  0.61732778]
[ 0.38267697  0.61732303]
[ 0.38267847  0.61732153]
[ 0.38268511  0.61731489]
[ 0.38269531  0.61730469]
[ 0.38270005  0.61729995]
[ 0.38270118  0.61729882]
[ 0.38270428  0.61729572]
[ 0.38270464  0.61729536]
[ 0.38271036  0.61728964]
[ 0.38271856  0.61728144]
[ 0.38272041  0.61727959]
[ 0.38273293  0.61726707]
[ 0.38273631  0.61726369]
[ 0.38273874  0.61726126]
[ 0.38274326  0.61725674]
[ 0.38275398  0.61724602]
[ 0.38276061  0.61723939]
[ 0.38276183  0.61723817]
[ 0.3827651  0.6172349]
[ 0.38277138  0.61722862]
[ 0.38277585  0.61722415]
[ 0.38278655  0.61721345]
[ 0.3827867  0.6172133]
[ 0.38278703  0.61721297]
[ 0.38279202  0.61720798]
[ 0.38281224  0.61718776]
[ 0.3828199  0.6171801]
[ 0.38282246  0.61717754]
[ 0.38282306  0.61717694]
[ 0.38282386  0.61717614]
[ 0.38282824  0.61717176]
[ 0.3828379  0.6171621]
[ 0.38283928  0.61716072]
[ 0.38284347  0.61715653]
[ 0.38284598  0.61715402]
[ 0.3828488  0.6171512]
[ 0.38285686  0.61714314]
[ 0.38285723  0.61714277]
[ 0.38285792  0.61714208]
[ 0.38287094  0.61712906]
[ 0.38288557  0.61711443]
[ 0.38288602  0.61711398]
[ 0.38288947  0.61711053]
[ 0.38290334  0.61709666]
[ 0.38291056  0.61708944]
[ 0.38291093  0.61708907]
[ 0.3829183  0.6170817]
[ 0.38292408  0.61707592]
[ 0.38292606  0.61707394]
[ 0.38293882  0.61706118]
[ 0.3829429  0.6170571]
[ 0.38294315  0.61705685]
[ 0.38294892  0.61705108]
[ 0.38295241  0.61704759]
[ 0.38295601  0.61704399]
[ 0.38296966  0.61703034]
[ 0.38297181  0.61702819]
[ 0.38298204  0.61701796]
[ 0.382985  0.617015]
[ 0.38299189  0.61700811]
[ 0.38299337  0.61700663]
[ 0.38299581  0.61700419]
[ 0.38299588  0.61700412]
[ 0.38300646  0.61699354]
[ 0.38300663  0.61699337]
[ 0.38300894  0.61699106]
[ 0.38301164  0.61698836]
[ 0.3830186  0.6169814]
[ 0.38303413  0.61696587]
[ 0.38303521  0.61696479]
[ 0.38303585  0.61696415]
[ 0.38303677  0.61696323]
[ 0.38304892  0.61695108]
[ 0.38305014  0.61694986]
[ 0.38305057  0.61694943]
[ 0.38305374  0.61694626]
[ 0.38305939  0.61694061]
[ 0.38306189  0.61693811]
[ 0.3830657  0.6169343]
[ 0.38306651  0.61693349]
[ 0.38306795  0.61693205]
[ 0.38307136  0.61692864]
[ 0.38307384  0.61692616]
[ 0.38308359  0.61691641]
[ 0.38308375  0.61691625]
[ 0.38308607  0.61691393]
[ 0.38309774  0.61690226]
[ 0.38311329  0.61688671]
[ 0.38311512  0.61688488]
[ 0.38311773  0.61688227]
[ 0.3831198  0.6168802]
[ 0.38312362  0.61687638]
[ 0.38312734  0.61687266]
[ 0.38314718  0.61685282]
[ 0.3831478  0.6168522]
[ 0.38315329  0.61684671]
[ 0.38315818  0.61684182]
